"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Dentista - Dra. Wanessa/ Dra. Michely/Dr. Geraldo Jr.","5","3","Rua Tibúrcio de Sousa, 1407","São Paulo","São Paulo","BR",,"","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20-%20Dra.%20Wanessa%2F%20Dra.%20Michely%2FDr.%20Geraldo%20Jr.&query_place_id=ChIJv6px5nBlzpQR4Km1HgOQjMU","Dentista"
"Dentista Dr. Sílvio Machado.","4.9","74","Rua Américo Salvador Novelli, 303","São Paulo","São Paulo","BR","https://drsilviomachado.com.br/","+55 11 94908-8727","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Dr.%20S%C3%ADlvio%20Machado.&query_place_id=ChIJD56muL5mzpQRyB5jFl6tJ-Y","Dentista"
"Dentista Dra. Daniela Garcia","5","1","R. Domingos Fernandes Nobre, 507","São Paulo","São Paulo","BR",,"+55 11 94841-6081","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Dra.%20Daniela%20Garcia&query_place_id=ChIJVSDm70ljzpQROc7a4aZm0BQ","Dentista"
"Cirurgiã Dentista Vila Cisper/ Dra. Flavia Cristina","5","8","R. Campo Erê, 15","São Paulo","São Paulo","BR",,"+55 11 91513-4039","Dentista","Laboratório de odontologia","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cirurgi%C3%A3%20Dentista%20Vila%20Cisper%2F%20Dra.%20Flavia%20Cristina&query_place_id=ChIJbRtJvxFhzpQRonTe-2btH34","Dentista"
"Dra. Mariza Rodrigues ( cirurgiã dentista)","5","14","Av. Padre Francisco de Toledo, 70","São Paulo","São Paulo","BR",,"+55 11 96461-4225","Clínica odontológica","Clínica de Reabilitação",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Mariza%20Rodrigues%20(%20cirurgi%C3%A3%20dentista)&query_place_id=ChIJ97RIHGZnzpQRH0OXIr8t0ts","Clínica odontológica"
"ODONTO OLIVEIRA I Dra. Daniela - Dentista","4.9","12","R. Rev. João Euclídes Pereira, 568","São Paulo","São Paulo","BR","https://www.instagram.com/dra.odontooliveira","+55 11 2547-0968","Dentista","Clínica odontológica","Odontopediatra","Periodontista",,,,,,,"https://www.google.com/maps/search/?api=1&query=ODONTO%20OLIVEIRA%20I%20Dra.%20Daniela%20-%20Dentista&query_place_id=ChIJ6TpycFNgzpQRy8hNkgCP_RQ","Dentista"
"Dra. Denise França - Dentista Ermelino Matarazzo","4.9","100","Av. Paranaguá, 1237","São Paulo","São Paulo","BR",,"+55 11 3969-1004","Odontopediatra","Clínica odontológica","Periodontia e implantes dentários","Dentista",,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Denise%20Fran%C3%A7a%20-%20Dentista%20Ermelino%20Matarazzo&query_place_id=ChIJyQQxmhJhzpQRVoEeWvRcv9Q","Odontopediatra"
"Flow Odontologia | Dentista em Itaquera","5","172","R. Flores do Piauí, 90","São Paulo","São Paulo","BR",,"+55 11 2944-0604","Dentista","Dentista cosmético","Clínica odontológica","Periodontia e implantes dentários","Cirurgião dentista","Ortodontista","Periodontista",,,,"https://www.google.com/maps/search/?api=1&query=Flow%20Odontologia%20%7C%20Dentista%20em%20Itaquera&query_place_id=ChIJofI63G9nzpQRf7lwp9fzV1M","Dentista"
"Dra Fabiana Gomes Dentista (FVG ODONTOLOGIA INTEGRADA)","5","10","Av. Olavo Egídio de Souza Aranha, 1339 - sala2","São Paulo","São Paulo","BR","https://www.instagram.com/drafabianagomess/","+55 11 96426-2838","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Fabiana%20Gomes%20Dentista%20(FVG%20ODONTOLOGIA%20INTEGRADA)&query_place_id=ChIJzYdvEOthzpQRzvBgEYDrRgU","Dentista"
"Dra Denise Baptista - Dentista em Itaquera","5","103","Av. Campanella, 2410 - sala 1","São Paulo","São Paulo","BR",,"+55 11 95875-2841","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Denise%20Baptista%20-%20Dentista%20em%20Itaquera&query_place_id=ChIJ7ZEcNwBnzpQRd2KtSyMg4eo","Dentista"
"Dra Jacqueline Oliveira I Cirurgiã Dentista","5","15","Av. São Miguel, 4930","São Paulo","São Paulo","BR","https://www.instagram.com/dra.jacquelinetsudano","+55 11 98648-0665","Dentista","Endodontista","Clínico geral","Cirurgião dentista","Ortodontista","Periodontista","Serviço de clareamento dental",,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Jacqueline%20Oliveira%20I%20Cirurgi%C3%A3%20Dentista&query_place_id=ChIJ6xHfHj9hzpQRxnDIFU8RwOU","Dentista"
"Dodoclin Dentista","4","69","R. Barros Cassal, 72","São Paulo","São Paulo","BR",,"+55 11 2074-3099","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dodoclin%20Dentista&query_place_id=ChIJocZaOB5nzpQRIY05hTbuxLY","Dentista"
"Dentista 24 horas -Metrô Artur Alvim GIODONTO -Zona leste EMERGÊNCIA","4.9","60","Próx metrô Artur Alvim - R. Inês Monteiro, 165 - sala 7","São Paulo","São Paulo","BR","https://www.giodonto24hrs.com/","+55 11 96145-0214","Dentista","Clínica odontológica","Periodontia e implantes dentários","Cirurgião dentista",,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%2024%20horas%20-Metr%C3%B4%20Artur%20Alvim%20GIODONTO%20-Zona%20leste%20EMERG%C3%8ANCIA&query_place_id=ChIJ91H3lFdnzpQRhvP90I39-QA","Dentista"
"Itaodonto | Dentista em Itaquera","4.9","50","R. Heitor, 115","São Paulo","São Paulo","BR",,"+55 11 2944-9474","Clínica odontológica","Cirurgião dentista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Itaodonto%20%7C%20Dentista%20em%20Itaquera&query_place_id=ChIJqVR7yL5mzpQRGY64HncJSYc","Clínica odontológica"
"Dr. Assad A. K. Saleh Dentista","4.8","10","Av. São Miguel, 3710","São Paulo","São Paulo","BR",,"+55 11 2041-0729","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Assad%20A.%20K.%20Saleh%20Dentista&query_place_id=ChIJA_a2VI1gzpQRRQVNhdrKamU","Dentista"
"Dr. André Akira Dentista","5","7","Rua desembargador Isnard dos reis 199 sobreloja 4 Cidade Kemel 1","São Paulo","SP","BR",,"+55 11 98913-6562","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Andr%C3%A9%20Akira%20Dentista&query_place_id=ChIJmwQbdK5kzpQRBMgLh3QQR5o","Dentista"
"Dentista Dra. Neila","5","2","R. Jacareana, 2","São Paulo","São Paulo","BR",,"+55 11 2562-9970","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Dra.%20Neila&query_place_id=ChIJuxvtVZ5kzpQRDCHXXgOvyLA","Dentista"
"Sorridents | Dentista em Campanella","4.7","277","Av. Campanella, 218","São Paulo","São Paulo","BR","https://linktr.ee/sorridentscampanella","+55 11 99440-4465","Dentista","Clínica odontológica","Periodontia e implantes dentários","Endodontista","Cirurgião dentista","Ortodontista","Odontopediatra","Periodontista",,,"https://www.google.com/maps/search/?api=1&query=Sorridents%20%7C%20Dentista%20em%20Campanella&query_place_id=ChIJ4XD7L9FmzpQRG8TwGZDZVVE","Dentista"
"Clínica Castelinho II","5","68","R. Prof. Joaquim de Camargo, 49","São Paulo","São Paulo","BR","http://www.clinicacastelinho2.com.br/","+55 11 2033-7462","Clínica odontológica","Médico de família","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Castelinho%20II&query_place_id=ChIJ0yxqjmNhzpQRd6M8RxMBFRo","Clínica odontológica"
"Odonto Itaquera I Dentista Itaquera","5","2","Av. Pires do Rio, 4760","São Paulo","São Paulo","BR",,"+55 11 5108-4914","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odonto%20Itaquera%20I%20Dentista%20Itaquera&query_place_id=ChIJcbts6rlmzpQRnD5d-3zPVfY","Clínica odontológica"
"ODONTO DIAS | São Paulo - Sp Parelheiros Zona Sul","5","6","Estr. Ecoturística de Parelheiros, 6478 - Box 8","São Paulo","São Paulo","BR","https://www.facebook.com/ODONTODIASPARELHEIROS/","+55 11 5920-4564","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ODONTO%20DIAS%20%7C%20S%C3%A3o%20Paulo%20-%20Sp%20Parelheiros%20Zona%20Sul&query_place_id=ChIJV_rUsptJzpQRhy7cclleDc0","Dentista"
"Luvi-Odontologia Especializada","5","12","R. Pedro Klein do Nascimento, 01B","São Paulo","São Paulo","BR",,"+55 11 99545-8240","Dentista","Dentista cosmético","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Luvi-Odontologia%20Especializada&query_place_id=ChIJ9yUbqz5JzpQRExqG7lzgIbg","Dentista"
"Sorridents Parelheiros: Dentista, Clínica Odontológica, Clareamento em São Paulo","4.1","79","Praça Júlio César de Campos, 4","São Paulo","São Paulo","BR","https://sorridents.com.br/","+55 11 5926-3082","Dentista","Dentista cosmético","Clínica de implante dentário","Clínica odontológica","Cirurgião dentista","Ortodontista","Odontopediatra","Clínica de odontopediatria","Periodontista",,"https://www.google.com/maps/search/?api=1&query=Sorridents%20Parelheiros%3A%20Dentista%2C%20Cl%C3%ADnica%20Odontol%C3%B3gica%2C%20Clareamento%20em%20S%C3%A3o%20Paulo&query_place_id=ChIJxykZ2VxYzpQRLHCwWltiKF8","Dentista"
"Odontologia Albuquerque","4.6","20","Estr. Ecoturística de Parelheiros, 6771","São Paulo","São Paulo","BR",,"+55 11 5921-8241","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Albuquerque&query_place_id=ChIJ3Zq7rPRJzpQRxol5UNDuxKU","Cirurgião dentista"
"LM ODONTOLOGIA","5","2","Av. das Palmeiras","São Paulo","São Paulo","BR",,"+55 11 95065-3381","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=LM%20ODONTOLOGIA&query_place_id=ChIJkY5Buxs3zpQR9lEbF2FBE0A","Dentista"
"+Sorriso Odontologia Parelheiros","4.1","149","Estr. da Colonia Mário Reimberg Christe, 232","São Paulo","São Paulo","BR","https://maissorriso.odo.br/","+55 11 91054-9292","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%2BSorriso%20Odontologia%20Parelheiros&query_place_id=ChIJf3PhdwNJzpQRyTo_dhL6B5w","Clínica odontológica"
"Consultório odontológico ABA","4.8","8","Estr. da Colonia Mário Reimberg Christe, número 322","São Paulo","São Paulo","BR",,"+55 11 5926-0133","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Consult%C3%B3rio%20odontol%C3%B3gico%20ABA&query_place_id=ChIJUc-ppktJzpQRlfv-TN9rLbM","Dentista"
"Soul + Dent","5","118","Av. das Palmeiras, 102","São Paulo","São Paulo","BR","https://www.instagram.com/soulmaisdent/","+55 11 99141-5123","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Soul%20%2B%20Dent&query_place_id=ChIJi5GZMwA3zpQREMzVpv6GQdQ","Dentista"
"Instituto Figueiredo de Odontologia - Unidade Parelheiros","2.8","28","Estr. da Colonia Mário Reimberg Christe, 366 - Sala 07","São Paulo","São Paulo","BR","https://institutofigueiredo.com/","+55 11 5926-3054","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Instituto%20Figueiredo%20de%20Odontologia%20-%20Unidade%20Parelheiros&query_place_id=ChIJCesXHypJzpQRDqe4gRXUu5c","Dentista"
"Clinica odontologica Especializada COE -Professora Yvette Razani Viegas","4.2","33","Estrada Engenheiro Marsilac, 1047","São Paulo","São Paulo","BR",,"+55 11 5193-0950","Dentista","Médico",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Clinica%20odontologica%20Especializada%20COE%20-Professora%20Yvette%20Razani%20Viegas&query_place_id=ChIJoT6O5ehJzpQRqcMxzgry6kM","Dentista"
"UPA - Parelheiros - Unidade de Pronto Atendimento","3.4","262","Estr. Ecoturística de Parelheiros, 5252","São Paulo","São Paulo","BR","https://www.saudedafamilia.org/","+55 11 5193-1870","Pronto atendimento",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=UPA%20-%20Parelheiros%20-%20Unidade%20de%20Pronto%20Atendimento&query_place_id=ChIJcze3c1dJzpQR_A7nvRQQyrU","Pronto atendimento"
"Família Odonto - Odontologia e Estética","4.8","65","Praça Júlio César de Campos, 4","São Paulo","São Paulo","BR",,"+55 11 98923-6970","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fam%C3%ADlia%20Odonto%20-%20Odontologia%20e%20Est%C3%A9tica&query_place_id=ChIJ18tMR1lJzpQRR0ypSZkza0E","Clínica odontológica"
"Rodrigues Odontologia","5","1","R. Amaro de Pontes, 106A","São Paulo","São Paulo","BR",,"+55 11 94002-2462","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rodrigues%20Odontologia&query_place_id=ChIJ6Q8RMWVJzpQR-8mKeHjZYnU","Dentista"
"WVL Odontologia","5","33","Estr. Ecoturística de Parelheiros, 6831 - Sala 2","São Paulo","São Paulo","BR",,"+55 11 95089-1775","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=WVL%20Odontologia&query_place_id=ChIJz9cJnv1JzpQRTWfyxMeyPEs","Clínica odontológica"
"ERA Odontológica - Dentista Itaim Paulista","5","10","Rua Tibúrcio de Sousa, 71","São Paulo","São Paulo","BR","https://wa.me/5511942832526?text=Ol%C3%A1%2Cvim%20do%20Google%20e%20quero%20saber%20como%20agendar%20um%20hor%C3%A1rio.","+55 11 2562-2666","Dentista","Clínica odontológica","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=ERA%20Odontol%C3%B3gica%20-%20Dentista%20Itaim%20Paulista&query_place_id=ChIJ6TinaBdjzpQR66ZZ_yk5g0Y","Dentista"
"Oral Sin Implantes Guaianases - Dentista em São Paulo","5","169","R. Coutinho e Melo, 34","São Paulo","São Paulo","BR","http://www.oralsinsp.com.br/","+55 11 5908-3994","Dentista","Clínica odontológica","Clínica de implante dentário","Cirurgião dentista",,,,,,,"https://www.google.com/maps/search/?api=1&query=Oral%20Sin%20Implantes%20Guaianases%20-%20Dentista%20em%20S%C3%A3o%20Paulo&query_place_id=ChIJnwZi655lzpQRFGLAAEtr_sY","Dentista"
"Dentista Itaquera- VALE DENTAL CLINIC","5","26","R. Lagoa do Campelo, 118","São Paulo","São Paulo","BR",,"+55 11 97996-4374","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Itaquera-%20VALE%20DENTAL%20CLINIC&query_place_id=ChIJ_-3IJtZnzpQRFTfMjT_4HAc","Clínica odontológica"
"Clínica Odontológica Dr. Cezar dos Santos - Dentista","4.8","53","R. Líbero Ancona Lopez, 48","São Paulo","São Paulo","BR",,"+55 11 2297-9055","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20Dr.%20Cezar%20dos%20Santos%20-%20Dentista&query_place_id=ChIJY3RwnBJhzpQR7mPxG29TeC0","Dentista"
"Dra Talita Kaori/ Dentista/ Itaquera/Prótese","4.8","57","R. Fontoura Xavier, 1024","São Paulo","São Paulo","BR",,"+55 11 97644-6326","Cirurgião dentista","Endodontista","Clínico geral","Ortodontista",,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Talita%20Kaori%2F%20Dentista%2F%20Itaquera%2FPr%C3%B3tese&query_place_id=ChIJy2wPn5ZmzpQReqtKoCk2xQ8","Cirurgião dentista"
"Dentista Doutora Viviane","5","4","R. Dr. Durval Vilalva, 115","São Paulo","São Paulo","BR",,"+55 11 94770-4800","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Doutora%20Viviane&query_place_id=ChIJqe7eeIJjzpQR9K9ImbA5shA","Dentista"
"Sigla Odontologia - Dentista","4.1","52","Av. Águia de Haia, 1865","São Paulo","São Paulo","BR",,"+55 11 94458-7373","Clínica odontológica","Limpeza","Endodontista","Cirurgião dentista","Ortodontista",,,,,,"https://www.google.com/maps/search/?api=1&query=Sigla%20Odontologia%20-%20Dentista&query_place_id=ChIJn0r-PythzpQRUl1Ana6-Sto","Clínica odontológica"
"Dra Caroline Guedes - Dentista Artur Alvim | Ortodontia | Facetas Dentais | Endodontia","4.9","64","R. Galileu Menon, 153 - 1° Andar","São Paulo","São Paulo","BR","http://dracarolineguedes.com/","+55 11 97607-8028","Ortodontista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Caroline%20Guedes%20-%20Dentista%20Artur%20Alvim%20%7C%20Ortodontia%20%7C%20Facetas%20Dentais%20%7C%20Endodontia&query_place_id=ChIJh8A69zJnzpQRXbBpHTtMyn0","Ortodontista"
"Dentista Odonto Rizzo - Clínica Rizzo","5","44","R. Rio Eiró, 95","São Paulo","São Paulo","BR",,"+55 11 2091-3516","Dentista","Dentista cosmético","Periodontia e implantes dentários","Clínica odontológica","Centro de cuidados com dentaduras","Endodontista","Cirurgião dentista","Ortodontista",,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Odonto%20Rizzo%20-%20Cl%C3%ADnica%20Rizzo&query_place_id=ChIJry-DtjJhzpQR1ojASi9Uxos","Dentista"
"Dentista - Dra Estér Amália","4.8","4","Av. Águia de Haia, 359","São Paulo","São Paulo","BR",,"+55 11 2280-3150","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20-%20Dra%20Est%C3%A9r%20Am%C3%A1lia&query_place_id=ChIJ3RZ7aSlnzpQRFsmxIkw-M9g","Dentista"
"Dentista Vila Nhocuné - Dra. Adelina","4.9","71","Av. Sousa Bandeira, 258","São Paulo","São Paulo","BR","https://draadelina.com.br/","+55 11 97632-3187","Dentista","Clínica odontológica","Periodontia e implantes dentários","Endodontista","Cirurgião dentista","Ortodontista",,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Vila%20Nhocun%C3%A9%20-%20Dra.%20Adelina&query_place_id=ChIJMb75KUlnzpQR9CR6xsQpDi8","Dentista"
"Dentista - Dra. Ana Paula M. Caldas","4.6","12","R. Salvador Gianetti, 946","São Paulo","São Paulo","BR",,"+55 11 2557-8647","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20-%20Dra.%20Ana%20Paula%20M.%20Caldas&query_place_id=ChIJUSnyLUxkzpQRCXu6jx8lJWY","Cirurgião dentista"
"Dentista Dr. Geraldo S. Sato","5","18","Rua Balsámo, 9 - S 7","São Paulo","São Paulo","BR",,"+55 11 2741-6827","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Dr.%20Geraldo%20S.%20Sato&query_place_id=ChIJB_weNERnzpQRVCv8L5WOLNU","Dentista"
"Dentista Avenida São Miguel","5","1","Av. São Miguel, 4268","São Paulo","São Paulo","BR",,"","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Avenida%20S%C3%A3o%20Miguel&query_place_id=ChIJMT9AvzBhzpQRoIS1tr1L4_I","Dentista"
"Clínica Geral de Proteses Dentista","4","2","6-8 Jardim Sao Goncalo,, Estr. da Colonia Mário Reimberg Christe, 190","São Paulo","SP","BR",,"+55 59217215","Hospital",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Geral%20de%20Proteses%20Dentista&query_place_id=ChIJBy_BHZVJzpQRlHg1kAGKRfY","Hospital"
"Dra Juliana Avancini Busquets","4.5","8","R. Amaro de Pontes, 113","São Paulo","São Paulo","BR","https://instagram.com/odontocaresp?utm_medium=copy_link","+55 11 5920-2329","Clínica odontológica","Cirurgião dentista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Juliana%20Avancini%20Busquets&query_place_id=ChIJE3Sww-1JzpQRAnyW6fguKlg","Clínica odontológica"
"Alto odontologia","5","4","Av. das Orquídeas, 121","São Paulo","São Paulo","BR",,"+55 11 91772-0824","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Alto%20odontologia&query_place_id=ChIJazjxQCg3zpQR2U5pHXZc9ek","Dentista"
"Consultório Odontológico Elves da Silva Pereira",,,"Rua K, 06","São Paulo","São Paulo","BR",,"+55 11 94352-2888","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Consult%C3%B3rio%20Odontol%C3%B3gico%20Elves%20da%20Silva%20Pereira&query_place_id=ChIJDX8iE65JzpQR_vFlal0tt6c","Cirurgião dentista"
"Harmony Clinic","5","2","Estr. Ecoturística de Parelheiros, 6151","São Paulo","São Paulo","BR","https://harmonyclinicsp.com.br/","+55 11 93763-4292","Clínica especializada",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Harmony%20Clinic&query_place_id=ChIJt1mOvW5JzpQRxjN6X9UijIs","Clínica especializada"
"Clínica dentária Vargem Grande","1","1","Av. das Palmeiras, 130","São Paulo","São Paulo","BR",,"","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20dent%C3%A1ria%20Vargem%20Grande&query_place_id=ChIJo-TbFgA3zpQRAtRueBGf4qc","Dentista"
"WR Odontologia","5","3","Estr. da Barragem, 158","São Paulo","São Paulo","BR",,"+55 11 94381-1508","Dentista","Clínica odontológica","Clínico geral","Odontopediatra",,,,,,,"https://www.google.com/maps/search/?api=1&query=WR%20Odontologia&query_place_id=ChIJM_4yAm43zpQRTPD_hrg5JYo","Dentista"
"Dr. Felipe Jesus",,,"R. Bartolomeu de Bolonha, 349","São Paulo","São Paulo","BR",,"+55 11 99211-7843","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Felipe%20Jesus&query_place_id=ChIJRXGQ9XE3zpQRN2lI3SL-Ebo","Dentista"
"Parelheiros - Ceo Yvette Viegas","4.6","8","Estrada Engenheiro Marsilac, 1047","São Paulo","São Paulo","BR",,"+55 11 5193-0650","Policlínica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Parelheiros%20-%20Ceo%20Yvette%20Viegas&query_place_id=ChIJN2SX5uhJzpQRQkaFyx60DHU","Policlínica"
"Yavit Odontologia e Estética","5","17","Rua Bem Te Vi, 53","São Paulo","São Paulo","BR","http://yavitodonto.zeloclin.com.br/","+55 11 98963-4238","Dentista","Endodontista","Ortodontista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Yavit%20Odontologia%20e%20Est%C3%A9tica&query_place_id=ChIJHfuEJaNPzpQRqhRlMulvb9g","Dentista"
"J.Kerbe Odontologia","5","1","Praça Júlio César de Campos, 29","São Paulo","São Paulo","BR",,"+55 11 99583-3884","Periodontista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=J.Kerbe%20Odontologia&query_place_id=ChIJH4lluWFJzpQRtt9dDphVnoI","Periodontista"
"DenteClinic",,,"Av. das Palmeiras, 110","São Paulo","São Paulo","BR",,"","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DenteClinic&query_place_id=ChIJMf8qRAA3zpQRy1SCfsIlbpc","Dentista"
"UBS JARDIM SILVEIRA","3.6","33","R. Bonifácio Asioli, 162","São Paulo","São Paulo","BR","https://cnes.datasus.gov.br/","","Posto de saúde comunitário","Hospital",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=UBS%20JARDIM%20SILVEIRA&query_place_id=ChIJU1Zoyy02zpQRSCPHhB0_ss4","Posto de saúde comunitário"
"Dentista Dra. Maria Ivanice","5","3","Estr. Ecoturística de Parelheiros, 6771","São Paulo","São Paulo","BR",,"+55 11 5921-8241","Cirurgião",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Dra.%20Maria%20Ivanice&query_place_id=ChIJoSqQXUBJzpQRMraqdp-UTDg","Cirurgião"
"Altera Odontologia - Clínica Odontológica em São Paulo","5","587","Avenida das Cerejeiras, 571 Jd. Japão","São Paulo","SP","BR","http://alteraodonto.com.br/","+55 11 96978-0843","Dentista","Dentista cosmético","Periodontia e implantes dentários","Endodontista","Cirurgião dentista","Ortodontista","Laboratório de prótese e órtese","Clínica de odontopediatria",,,"https://www.google.com/maps/search/?api=1&query=Altera%20Odontologia%20-%20Cl%C3%ADnica%20Odontol%C3%B3gica%20em%20S%C3%A3o%20Paulo&query_place_id=ChIJNbNrfEdfzpQRctKLpLQjQBY","Dentista"
"Numa Odontologia","5","348","Ed. Spot Offices - Av. Amador Bueno da Veiga, 1230 - sala 102/103","São Paulo","São Paulo","BR","http://www.numaodontologia.com.br/","+55 11 93492-1733","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Numa%20Odontologia&query_place_id=ChIJMay1uQNfzpQRRGxxfopXPeg","Dentista"
"Carvalho Odontologia | Dentista Especialista em Implante, Lente, Prótese... Porto Seguro, Sulamérica, Careplus, Rede Unna...","4.9","2325","Praça Tókio, 74 - Vila Maria Alta - Zona Norte","São Paulo","SP","BR","http://www.carvalhoodontologia.com.br/","+55 11 2201-4007","Clínica odontológica","Periodontia e implantes dentários","Dentista","Endodontista","Clínico geral","Cirurgião dentista","Ortodontista","Odontopediatra","Periodontista",,"https://www.google.com/maps/search/?api=1&query=Carvalho%20Odontologia%20%7C%20Dentista%20Especialista%20em%20Implante%2C%20Lente%2C%20Pr%C3%B3tese...%20Porto%20Seguro%2C%20Sulam%C3%A9rica%2C%20Careplus%2C%20Rede%20Unna...&query_place_id=ChIJz30ujWlfzpQRA8VjsUgWXSo","Clínica odontológica"
"IT Odontologia | Invisalign e Estética Dental | Zona Leste SP","4.9","157","R. Fernandes Vieira, 143","São Paulo","São Paulo","BR","https://itodontologia.com.br/","+55 11 2692-0246","Clínica odontológica","Dentista cosmético","Periodontia e implantes dentários","Dentista","Endodontista","Cirurgião dentista","Ortodontista","Odontopediatra","Clínica de odontopediatria","Periodontista","https://www.google.com/maps/search/?api=1&query=IT%20Odontologia%20%7C%20Invisalign%20e%20Est%C3%A9tica%20Dental%20%7C%20Zona%20Leste%20SP&query_place_id=ChIJsbZmUtJezpQRLBAvQqSfqbo","Clínica odontológica"
"Oral Riso Odontologia","4.9","286","R. Silva Jardim, 31","São Paulo","São Paulo","BR","https://linkr.bio/oralriso","+55 11 2507-9110","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Oral%20Riso%20Odontologia&query_place_id=ChIJR__JLi1ZzpQRCvvfw-gI2YY","Clínica odontológica"
"Miranda Odontologia","4.9","453","Dentro do Sonda Supermercados - R. Maria Cândida, 1511","São Paulo","São Paulo","BR","https://www.odontologiamiranda.com.br/","+55 11 2905-5367","Dentista","Clínica odontológica","Cirurgião dentista","Ortodontista","Odontopediatra","Clínica de odontopediatria",,,,,"https://www.google.com/maps/search/?api=1&query=Miranda%20Odontologia&query_place_id=ChIJQfckGwhZzpQRH4xBh14N_aE","Dentista"
