"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Centro Odontológico Sant'ana",,,"R. Mateus Leme, 5760","Curitiba","Paraná","BR",,"+55 41 3027-2927","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Centro%20Odontol%C3%B3gico%20Sant'ana&query_place_id=ChIJVx7W29rm3JQR7HB-AlvxvvQ","Clínica odontológica"
"IM Odontologia Integrada","5","111","R. Nicarágua, 847 - sala 606","Curitiba","Paraná","BR","https://imodontologiaintegrada.com.br/","+55 41 99266-7666","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=IM%20Odontologia%20Integrada&query_place_id=ChIJV0g3APrn3JQRNs16IwBRuMg","Clínica odontológica"
"Odontologia - Dra. Mônica Flenik","5","2","R. Dias da Rocha Filho, 402","Curitiba","Paraná","BR",,"+55 41 3262-5510","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20-%20Dra.%20M%C3%B4nica%20Flenik&query_place_id=ChIJ5bntakjk3JQRGf0zRm9JR34","Clínica odontológica"
"Odontologia Domiciliar","5","17","Rua Tobias de Macedo Júnior, 489","Curitiba","Paraná","BR",,"+55 41 99616-4102","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Domiciliar&query_place_id=ChIJU1H4RRvh3JQRQxLuCoFDLuk","Cirurgião dentista"
"Dra. Aline Carriel - Odontologia integrada","5","3","Av. Cândido de Abreu, 526 - Conjunto 1302 A - 13° Andar","Curitiba","Paraná","BR","https://www.instagram.com/dra.alinecarriel/?hl=en","+55 41 98731-1350","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Aline%20Carriel%20-%20Odontologia%20integrada&query_place_id=ChIJWzHqAenl3JQRzhV6FFXeyF4","Dentista"
"Urban Odontologia","4.8","45","Av. João Gualberto, 1342 sala 1210, Alto da Glória","Curitiba","PR","BR","https://www.urbanodontologia.com.br/","+55 41 99550-6691","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Urban%20Odontologia&query_place_id=ChIJi7LJxpDl3JQReQwgSYgWn6U","Dentista"
"Dra. Thamires Gomes Prodocimo | Dentista em Curitiba | Aparelho dentário","5","76","Av. Anita Garibaldi, 850","Curitiba","Paraná","BR","https://www.instagram.com/thamiresgprodocimo/","+55 41 98775-7387","Dentista","Cirurgião dentista","Ortodontista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Thamires%20Gomes%20Prodocimo%20%7C%20Dentista%20em%20Curitiba%20%7C%20Aparelho%20dent%C3%A1rio&query_place_id=ChIJ27lZR-3n3JQRsh3V0E5JNPA","Dentista"
"Dentista Dra Katia Lourenço I Dentista de Emergência em Curitiba","5","7","Av. Cândido de Abreu, 660 - sala 506","Curitiba","Paraná","BR","https://drakatialourenco.me/","+55 41 99627-7433","Dentista","Dentista cosmético","Cirurgião dentista","Serviço dentário de emergência",,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Dra%20Katia%20Louren%C3%A7o%20I%20Dentista%20de%20Emerg%C3%AAncia%20em%20Curitiba&query_place_id=ChIJOyebJLfl3JQRT5SY_kTjg14","Dentista"
"Dentista em Curitiba - Dr. Denis Roberto Spina","5","10","R. Flávio Dallegrave, 2.270","Curitiba","Paraná","BR",,"+55 41 99917-1472","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20em%20Curitiba%20-%20Dr.%20Denis%20Roberto%20Spina&query_place_id=ChIJweQJMsvl3JQRWh9osd9DmKU","Clínica odontológica"
"Dr. Allan Pizzamiglio","5","20","R. Atílio Bório, 710","Curitiba","Paraná","BR","https://clinicadentistacuritiba.com.br/","+55 41 99584-0057","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Allan%20Pizzamiglio&query_place_id=ChIJa00T2cLl3JQRQOrUcefUjzc","Dentista"
"Dentista | Odontologia | Dra. Isabella Lippmann","5","13","R. Campinas, 17 - Sala 4","Curitiba","Paraná","BR",,"+55 41 99221-6548","Dentista","Clínica odontológica","Serviço dentário de emergência","Cirurgião dentista","Ortodontista",,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20%7C%20Odontologia%20%7C%20Dra.%20Isabella%20Lippmann&query_place_id=ChIJFXzuPQDl3JQR0DCczpJoL40","Dentista"
"Clínica Odontológica Doutor Márcio Cubis Lima","4.6","7","Av. Francisco Kruger, 6330 - sala 6","Alm. Tamandaré","Paraná","BR",,"+55 41 99667-9595","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20Doutor%20M%C3%A1rcio%20Cubis%20Lima&query_place_id=ChIJIYCBqmjj3JQRAamGHRnGm8I","Dentista"
"Dra Adriana Gallego Donda Casagrande Cirurgiã Dentista","5","12","Alameda General Raul Munhoz, 9","Curitiba","Paraná","BR",,"+55 41 98536-6642","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Adriana%20Gallego%20Donda%20Casagrande%20Cirurgi%C3%A3%20Dentista&query_place_id=ChIJPY3Jd8nn3JQRSxewAby7Erw","Clínica odontológica"
"CliniCalm Odontologia Humanizada","5","82","Av. João Gualberto, 1342","Curitiba","Paraná","BR",,"+55 41 3319-1596","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CliniCalm%20Odontologia%20Humanizada&query_place_id=ChIJF7E3ySnl3JQR-PhmoKAUqgM","Cirurgião dentista"
"Igor Zen Odontopediatria","5","230","R. Barão de Guaraúna, 455","Curitiba","Paraná","BR","http://www.igorzen.com/","+55 41 99222-2234","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Igor%20Zen%20Odontopediatria&query_place_id=ChIJWY-1S23l3JQR24vR7o_4FQk","Dentista"
"Dra Aline de Avila - Dentista em Curitiba | CRO-PR 26.534","5","72","R. Dr. Manoel Pedro, 146","Curitiba","Paraná","BR","https://alinedeavila.com.br/","+55 41 99680-6600","Dentista","Clínica odontológica","Cirurgião dentista","Ortodontista","Odontopediatra","Serviço de clareamento dental",,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Aline%20de%20Avila%20-%20Dentista%20em%20Curitiba%20%7C%20CRO-PR%2026.534&query_place_id=ChIJB02JhfHl3JQRt3Aji0VuCWA","Dentista"
"Prime","5","1","Av. Anita Garibaldi, 1865 - Sala 5","Curitiba","Paraná","BR",,"+55 41 3254-8437","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Prime&query_place_id=ChIJ8RP3k5Dm3JQRspP8h-XAJWg","Clínica odontológica"
"Dra. Liliane Garcia Sarto","5","45","Av. N. Sra. da Luz, 51","Curitiba","Paraná","BR","https://odontolilianesarto.com.br/","+55 41 99780-1040","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Liliane%20Garcia%20Sarto&query_place_id=ChIJL3ZoMF3l3JQRLic6zYg6Gg0","Dentista"
"Denise Siumara Cavassin Boeing","4.9","20","R. Alm. Tamandaré, 754","Curitiba","Paraná","BR",,"+55 41 3262-0325","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Denise%20Siumara%20Cavassin%20Boeing&query_place_id=ChIJea4zlUfk3JQRkUEmZMEuKAM","Dentista"
"Dra.Giselle Lipinski | Odontologia Integrativa- Santa Felicidade","5","96","Rua Marcos Mocellin, 50 - sala07","Curitiba","Paraná","BR","http://gisellelipinski.com.br/","+55 41 99519-9158","Cirurgião dentista","Dentista cosmético","Periodontia e implantes dentários",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.Giselle%20Lipinski%20%7C%20Odontologia%20Integrativa-%20Santa%20Felicidade&query_place_id=ChIJT6Ohj4zj3JQRXRdPDmS8FwQ","Cirurgião dentista"
"Dentista - Dra. Viviani Padilha","5","100","Av. João Gualberto, 1673 - sala 104","Curitiba","Paraná","BR","http://wa.me/554196625245","+55 41 99662-5245","Ortodontista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20-%20Dra.%20Viviani%20Padilha&query_place_id=ChIJNwytpvbl3JQRWQbxFdVLsJA","Ortodontista"
"Kharmon Odontologia | Dentista em Curitiba","4.7","103","R. João Havro, 119 - Sala 05","Curitiba","Paraná","BR","https://kharmonodonto.com.br/","","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kharmon%20Odontologia%20%7C%20Dentista%20em%20Curitiba&query_place_id=ChIJBf1yEX3m3JQRQjt0pcpM3dA","Clínica odontológica"
"AYA | CLÍNICA ODONTOLOGIA E INTEGRADA","5","17","Av. Cândido de Abreu, 70 - sala 1508","Curitiba","Paraná","BR","https://www.instagram.com/drafatima.kennan?igsh=MXd1ZTFlYXF5NTQxNw==","+55 41 98903-5605","Clínica odontológica","Endodontista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AYA%20%7C%20CL%C3%8DNICA%20ODONTOLOGIA%20E%20INTEGRADA&query_place_id=ChIJE-E9ulTl3JQRx2NoR6zyASE","Clínica odontológica"
"+A Odontologia","5","8","Av. Paraná, 1520/1524 - Sala 06","Curitiba","Paraná","BR","https://instagram.com/maisaodontologia","+55 41 99866-0758","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%2BA%20Odontologia&query_place_id=ChIJ7RTuU7bn3JQRhzqHr0cJHzQ","Clínica odontológica"
"CEOPAR Odontologia","4.8","197","R. Emílio de Menezes, 355","Curitiba","Paraná","BR","http://www.ceoparana.com.br/","+55 41 3338-7029","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CEOPAR%20Odontologia&query_place_id=ChIJEwCBvQbk3JQRZO7B3Glk0dI","Dentista"
"Sd Odontologia - Dobruski Sumocoski l Ortodontia e Estética Curitiba","5","5","R. Valdívia, 572","Curitiba","Paraná","BR",,"+55 41 99224-9880","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sd%20Odontologia%20-%20Dobruski%20Sumocoski%20l%20Ortodontia%20e%20Est%C3%A9tica%20Curitiba&query_place_id=ChIJfdl2gtPl3JQRFKK__rAPfE8","Clínica odontológica"
"ODONTOLOGIA especializada",,,"R. Manoel Eufrásio, 1362","Curitiba","Paraná","BR",,"",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ODONTOLOGIA%20especializada&query_place_id=ChIJr3GFfKDm3JQRqStef751dho",
"Odontologia","5","8","R. Rocha Pombo, 650","Curitiba","Paraná","BR",,"+55 41 99595-0825","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia&query_place_id=ChIJXf8ZwyPk3JQR33P0W_hC7uc","Cirurgião dentista"
"Consultório Odontológico","5","8","Av. Anita Garibaldi, 4005","Curitiba","Paraná","BR",,"+55 41 3354-8411","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Consult%C3%B3rio%20Odontol%C3%B3gico&query_place_id=ChIJNZdY6Ofm3JQRX29Mcr7eStU","Dentista"
"OdontoBella","5","5","R. Gabriela Mistral, 171","Curitiba","Paraná","BR",,"+55 41 3015-2030","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=OdontoBella&query_place_id=ChIJbV_JBJnm3JQR_Wkq1bDgO90","Clínica odontológica"
"Consultório Odontológico Dra. Mayara Machado Soldá","5","7","Av. Ver. Toaldo Túlio, 1552 - 2","Curitiba","Paraná","BR",,"+55 41 3272-7516","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Consult%C3%B3rio%20Odontol%C3%B3gico%20Dra.%20Mayara%20Machado%20Sold%C3%A1&query_place_id=ChIJ6f0VFKPh3JQR-EuVWs_-NPA","Dentista"
"Dra. Alyne Removiscz - Odontologia","5","39","R. Flávio Dallegrave, 2270","Curitiba","Paraná","BR","https://instagram.com/removiscz.odontologia?igshid=YWJhMjlhZTc=","+55 42 99918-7250","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Alyne%20Removiscz%20-%20Odontologia&query_place_id=ChIJAR4PC33l3JQRqjV0Dg33QE0","Cirurgião dentista"
"Valenga Odontologia Personalizada","5","56","R. Pres. Rodrigo Otávio, 1471","Curitiba","Paraná","BR",,"+55 41 3363-3737","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Valenga%20Odontologia%20Personalizada&query_place_id=ChIJnbh8zjTk3JQRh2ZK3pCkgEw","Clínica odontológica"
"Dra Hana Mizrahi - Cirurgiã Dentista","5","24","Rua Marechal Mallet, |, 313 - Consultório 05","Curitiba","PR","BR","https://www.neoconceptcuritiba.com.br/profissional/hana-mizrahi","+55 41 99169-0609","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Hana%20Mizrahi%20-%20Cirurgi%C3%A3%20Dentista&query_place_id=ChIJP_3CYI88pQwRfCtg1nuP36o","Cirurgião dentista"
"Odontologia - Dr. Claudiney Carmona de Souza e Dra. Flávia R. Sasso C. de Souza","5","5","R. Constantino Marochi, 735","Curitiba","Paraná","BR",,"+55 41 3254-3969","Dentista","Dentista cosmético","Clínica odontológica","Clínico geral",,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20-%20Dr.%20Claudiney%20Carmona%20de%20Souza%20e%20Dra.%20Fl%C3%A1via%20R.%20Sasso%20C.%20de%20Souza&query_place_id=ChIJSTm4WSLk3JQRfpls1pT9qMI","Dentista"
"ODONTOLOGIA BOM RETIRO - Dr Marcio Luiz Mazur","4.8","24","R. Henrique Itiberê da Cunha, 260","Curitiba","Paraná","BR","https://sites.google.com/view/odontologiabomretiro","+55 41 99911-4041","Dentista","Cirurgião dentista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ODONTOLOGIA%20BOM%20RETIRO%20-%20Dr%20Marcio%20Luiz%20Mazur&query_place_id=ChIJHXTaiQLk3JQR2K7zoDyAvLg","Dentista"
"Dra. Sheilla Faccin | Dentista no Cabral","5","72","R. Recife, 143","Curitiba","Paraná","BR","https://drasheillafaccin.com.br/","+55 41 99253-6389","Dentista","Endodontista","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Sheilla%20Faccin%20%7C%20Dentista%20no%20Cabral&query_place_id=ChIJaZm9T9fl3JQRzD5VGuUXJhA","Dentista"
"Dr. Carolina Benato Costa | Dentista","5","32","R. Padre Natal Pigato, 116 - Fundos","Curitiba","Paraná","BR","https://www.dracarolinabenatocosta.com.br/","+55 41 98457-4479","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Carolina%20Benato%20Costa%20%7C%20Dentista&query_place_id=ChIJidX49K_h3JQRixFh9Q5RinA","Dentista"
"Dr. Solano Guérios - Dentista em Curitiba","5","18","Consultório 4 - R. Mal. Mallet, 313 - sala-04","Curitiba","Paraná","BR","http://drsolano-odontologia.com/","+55 41 98485-1212","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Solano%20Gu%C3%A9rios%20-%20Dentista%20em%20Curitiba&query_place_id=ChIJtX2gMjLl3JQR5w2wUeQovRE","Dentista"
"DENTISTA DRA RITA DE CASSIA","5","10","R. Rocha Pombo, 670 - Sl 07","Curitiba","Paraná","BR","https://www.dentistadraritadecassia.com.br/","+55 41 99903-3998","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DENTISTA%20DRA%20RITA%20DE%20CASSIA&query_place_id=ChIJxW1Eak3l3JQRF482i8uT6hM","Cirurgião dentista"
"Dentista Dra. Kelly Gracciotim | Odontopediatria","4.9","59","R. Recife, 143","Curitiba","Paraná","BR","https://www.instagram.com/kellygracciotim/","+55 41 3015-2202","Dentista","Clínica odontológica","Cirurgião dentista","Odontopediatra",,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Dra.%20Kelly%20Gracciotim%20%7C%20Odontopediatria&query_place_id=ChIJL1a1q6nl3JQRCnnR2ibWKPU","Dentista"
"Dra Daphynne - Odontopediatria","5","99","R. Rocha Pombo, 670","Curitiba","Paraná","BR","http://www.dradaphynneodontopediatria.com/","+55 41 99967-0399","Cirurgião dentista","Odontopediatra","Clínica de odontopediatria",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Daphynne%20-%20Odontopediatria&query_place_id=ChIJ2frpXhfl3JQRXrgu4Y4amEQ","Cirurgião dentista"
"Soi Odontologia Integrada","4.5","38","R. Dias da Rocha Filho, 104","Curitiba","Paraná","BR","http://www.soiodonto.com.br/","+55 41 3363-2778","Dentista","Clínica odontológica","Periodontia e implantes dentários","Spa facial","Cirurgião dentista","Odontopediatra","Psicólogo","Fonoaudiólogo","Cirurgião",,"https://www.google.com/maps/search/?api=1&query=Soi%20Odontologia%20Integrada&query_place_id=ChIJnSgZiEfk3JQRqIrx4ThXju4","Dentista"
"Spazio Rocha Odontologia e Estética","4.2","94","Av. Manoel Ribas, 6099","Curitiba","Paraná","BR","http://www.spaziorochaodontologia.com.br/","+55 41 99604-3796","Dentista","Esteticista","Dentista cosmético","Clínica odontológica","Cirurgião dentista",,,,,,"https://www.google.com/maps/search/?api=1&query=Spazio%20Rocha%20Odontologia%20e%20Est%C3%A9tica&query_place_id=ChIJ9yLOf6bh3JQRPkikIpkppkU","Dentista"
"Dra Rebecca Canto Canalli | Dentista em Curitiba","5","5","R. Mauá, 219","Curitiba","Paraná","BR","http://www.drarebeccacanalli.com.br/","+55 41 99664-7274","Dentista","Dentista cosmético","Clínica odontológica","Cirurgião dentista","Serviço de clareamento dental",,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Rebecca%20Canto%20Canalli%20%7C%20Dentista%20em%20Curitiba&query_place_id=ChIJtz4kvQHl3JQRn8vchqGXmSI","Dentista"
"Dra. Maria - Dentista","5","42","Av. Paraná, 337","Curitiba","Paraná","BR",,"+55 41 99647-8656","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Maria%20-%20Dentista&query_place_id=ChIJZV0bjojl3JQRePX6dnM61yw","Dentista"
"Orthos","3.7","3","R. Alm. Tamandaré, 1825","Curitiba","Paraná","BR",,"+55 41 3363-3001","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Orthos&query_place_id=ChIJ09Q3pzrk3JQRWY5OAcw1O7k","Clínica odontológica"
"Maiorki Odontologia - Clínica Odontológica","5","39","Av. João Gualberto, 1775 - sobreloja","Curitiba","Paraná","BR","https://wa.me/5541997432010?text=Ol%C3%A1!%20Vim%20do%20Google%20e%20gostaria%20de%20saber%20mais%20informa%C3%A7%C3%B5es","+55 41 99743-2010","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Maiorki%20Odontologia%20-%20Cl%C3%ADnica%20Odontol%C3%B3gica&query_place_id=ChIJsSjlDiPk3JQRKnwX3iiiRJ8","Clínica odontológica"
"Odontologia Dra. Maria Ana Pastore Rachelle","5","2","Av. Anita Garibaldi, 2140","Curitiba","Paraná","BR",,"+55 41 3253-2192","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Dra.%20Maria%20Ana%20Pastore%20Rachelle&query_place_id=ChIJAydxy5bm3JQRRfTUQE-7k98","Dentista"
"SV Odontologia Invisalign • Dr. Alexandre Varnier","5","91","Av. Paraná, 337 - Sala 307","Curitiba","Paraná","BR","http://svodontologia.com.br/","+55 41 99283-7700","Dentista","Ortodontista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SV%20Odontologia%20Invisalign%20%E2%80%A2%20Dr.%20Alexandre%20Varnier&query_place_id=ChIJu2pxsErl3JQRS8s42r2TA_Q","Dentista"
"Oral Premium Odontologia","5","5","R. Nilo Peçanha, 754 - sala 04","Curitiba","Paraná","BR","https://www.oralpremium.com.br/","+55 41 4101-1470","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Oral%20Premium%20Odontologia&query_place_id=ChIJmToJLx3k3JQR0xYOyqEj9oQ","Clínica odontológica"
"CWB SMILE Odontologia Integrada","5","1","R. Jacarezinho, 1459 - Piso 2 Sala 3","Curitiba","Paraná","BR","https://www.instagram.com/cwbsmile.odontologia/","+55 41 99723-0988","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CWB%20SMILE%20Odontologia%20Integrada&query_place_id=ChIJ8Xo3vTrh3JQRhb9vN9_Ufi8","Clínica odontológica"
"Guandalini Odontologia","5","2","Av. Cândido de Abreu, 140 - Cj 604","Curitiba","Paraná","BR","https://www.guandalini.odo.br/","+55 41 3224-4176","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Guandalini%20Odontologia&query_place_id=ChIJtVVPJRHk3JQRMKUSkKlhS-Q","Clínica odontológica"
"AVF odontologia","5","31","Av. Cândido de Abreu, 526 - lj 01","Curitiba","Paraná","BR",,"+55 41 3045-7007","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AVF%20odontologia&query_place_id=ChIJb0yXCCzl3JQRI-23eyf3w18","Clínica odontológica"
"Gabriela Mantovani Odontologia","5","1","R. Via Veneto, 890 - sala 3","Curitiba","Paraná","BR",,"+55 41 99688-8568","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gabriela%20Mantovani%20Odontologia&query_place_id=ChIJ06DKDC_h3JQRoO36jTCtW_g","Clínica odontológica"
"Clínica Odontológica Dens Odontologia","4.4","5","Tv. Itália, 72","Curitiba","Paraná","BR","http://densodontologia.com/","+55 41 3328-4194","Clínica odontológica","Dentista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20Dens%20Odontologia&query_place_id=ChIJDTlBdRfk3JQRhZZ0z-uVYUM","Clínica odontológica"
"Dra Bianca Leão - Dentista: Dor e DTM","5","30","R. Marcelino Champagnat, 185 - sala 5","Curitiba","Paraná","BR","https://drabiancaleao.com.br/","+55 41 98735-8829","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Bianca%20Le%C3%A3o%20-%20Dentista%3A%20Dor%20e%20DTM&query_place_id=ChIJ-YeOnRLj3JQRgVbgefdZ_0Q","Dentista"
"Dra. Andressa Rohling, Dentista","4.7","14","Av. Anita Garibaldi, 850","Curitiba","Paraná","BR","https://www.doctoralia.com.br/andressa-rohling/dentista/curitiba?utm_source=google&utm_medium=gmb&utm_campaign=689837&utm_content=website","+55 41 98832-5558","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Andressa%20Rohling%2C%20Dentista&query_place_id=ChIJA9983Azn3JQR0yuBrlfr1Ro","Dentista"
"Dra. Francielly Gorski","5","45","R. Atílio Bório, 1177","Curitiba","Paraná","BR","https://www.drafrancielly.com.br/","+55 41 99944-1956","Clínica odontológica","Dentista cosmético","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Francielly%20Gorski&query_place_id=ChIJ1ysIe8vn3JQRBvBThWaagqY","Clínica odontológica"
"IGO - Instituto Guskuma de Odontologia - Curitiba","5","352","R. Augusto Stresser, 593","Curitiba","Paraná","BR","http://www.igoimplantesdentarios.com.br/","+55 41 3359-4884","Dentista","Clínica odontológica","Periodontia e implantes dentários","Clínica de implante dentário","Endodontista","Cirurgião dentista",,,,,"https://www.google.com/maps/search/?api=1&query=IGO%20-%20Instituto%20Guskuma%20de%20Odontologia%20-%20Curitiba&query_place_id=ChIJE1uDdC7l3JQR4uR1xB1p_Vc","Dentista"
"FABIO ANDREACCI ODONTOLOGIA Ortodontia & Odontologia Especializada","5","29","| Anita Shopping - Avenida Anita Garibaldi, 2480 | Sala 35 | Ahú","Curitiba","PR","BR",,"+55 41 3036-1101","Clínica odontológica","Dentista cosmético","Periodontia e implantes dentários","Endodontista","Cirurgião dentista","Ortodontista",,,,,"https://www.google.com/maps/search/?api=1&query=FABIO%20ANDREACCI%20ODONTOLOGIA%20Ortodontia%20%26%20Odontologia%20Especializada&query_place_id=ChIJQY3DN5Tm3JQRjZxGmT652Z0","Clínica odontológica"
"Dra. Louise Scheffer - Dentista no Centro","4.4","7","Edifício Palladion - Av. Cândido de Abreu, 660 - conj. 508","Curitiba","Paraná","BR",,"+55 41 99895-7905","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Louise%20Scheffer%20-%20Dentista%20no%20Centro&query_place_id=ChIJ1UPtHZr33JQRx7hwuHSatSg","Dentista"
"Arkhus - Dentista em Curitiba","5","61","Praça São Paulo da Cruz, 50 - Sala 406","Curitiba","Paraná","BR",,"+55 41 99167-4711","Dentista","Dentista cosmético",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Arkhus%20-%20Dentista%20em%20Curitiba&query_place_id=ChIJK2itojnk3JQRFMfvwvM6U2U","Dentista"
"Dr Davi Selow - Dentista no Ahú","5","48","Rua Mal. Mallet, |, 343 - Cons. 05","Curitiba","PR","BR","https://www.neoconceptcuritiba.com.br/profissional/davi-lima-cardoso-selow","+55 41 98523-1464","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr%20Davi%20Selow%20-%20Dentista%20no%20Ah%C3%BA&query_place_id=ChIJmZ2QIqHl3JQRIsVkSjDWsCs","Cirurgião dentista"
"Dr. Marcos Destefani Segala, Dentista","5","4","15* andar - Av. Cândido de Abreu, 526 - sala 1503 bloco a","Curitiba","Paraná","BR","https://www.doctoralia.com.br/marcos-destefani-segala/dentista/curitiba?utm_source=google&utm_medium=gmb&utm_campaign=482497&utm_content=website","","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Marcos%20Destefani%20Segala%2C%20Dentista&query_place_id=ChIJ1-i_aNnl3JQRjGUD398ulRk","Dentista"
"Dra Joyce Britto Carvalho - Dentista em Curitiba","5","10","R. Conselheiro Araújo, 434","Curitiba","Paraná","BR","https://www.instagram.com/drajoycebrittoc/","+55 41 99116-3760","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Joyce%20Britto%20Carvalho%20-%20Dentista%20em%20Curitiba&query_place_id=ChIJ6aOu0rTl3JQRufd5dYCIxSs","Clínica odontológica"
"Dra Paula Bolonhez | Dentista no Cabral","5","27","Av. Anita Garibaldi, 850","Curitiba","Paraná","BR",,"+55 41 3015-3883","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Paula%20Bolonhez%20%7C%20Dentista%20no%20Cabral&query_place_id=ChIJKf3GWe7l3JQRnxjEXKJka5c","Dentista"
"Dra. Fernanda Bello Costa de Souza, Dentista","5","2","R. Dias da Rocha Filho, 281","Curitiba","Paraná","BR","https://www.doctoralia.com.br/fernanda-bello-costa-de-souza-2/dentista/curitiba?utm_source=google&utm_medium=gmb&utm_campaign=540958&utm_content=website","","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Fernanda%20Bello%20Costa%20de%20Souza%2C%20Dentista&query_place_id=ChIJ0-NkBEvl3JQRHpL3CVBMb8o","Dentista"
"Dra. Nilza Correa - Dentista","5","13","R. Via Veneto, 1597","Curitiba","Paraná","BR","https://luminacorrea.com.br/","+55 41 3272-4284","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Nilza%20Correa%20-%20Dentista&query_place_id=ChIJf7eJpw7h3JQRX_keiOhMq5w","Cirurgião dentista"
