"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Dra. Glaucia Bertoli Odontologia -Dentista Campinas - Lente de Contato-Restauração-Prótese-Implante-Protocolo-Ortodontia","5","120","R. Drᵃ. Joana Zanaga A. Gomes, 1006","Campinas","São Paulo","BR","http://instagram.com/dra.glauciabertoli","+55 19 98127-0602","Dentista","Esteticista","Clínica odontológica","Periodontia e implantes dentários","Clínica de implante dentário","Endodontista","Cirurgião dentista","Ortodontista","Odontopediatra","Serviço de clareamento dental","https://www.google.com/maps/search/?api=1&query=Dra.%20Glaucia%20Bertoli%20Odontologia%20-Dentista%20Campinas%20-%20Lente%20de%20Contato-Restaura%C3%A7%C3%A3o-Pr%C3%B3tese-Implante-Protocolo-Ortodontia&query_place_id=ChIJL0VPmH7JyJQRZEFB5zKmRQ8","Dentista"
"Dentista Campinas - Cambuí | Atendimento Particular","5","58","R. Dr. José Inocêncio de Campos, 268","Campinas","São Paulo","BR","https://dentistacampinas.com.br/","+55 19 99977-4021","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Campinas%20-%20Cambu%C3%AD%20%7C%20Atendimento%20Particular&query_place_id=ChIJ2e4q1d7PyJQR_m4ouENwX3c","Clínica odontológica"
"Dra Carla Marcondes","3.3","10","R. Boaventura do Amaral, 216","Campinas","São Paulo","BR","http://dentistacampinas.odo.br/","+55 19 3307-1219","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Carla%20Marcondes&query_place_id=ChIJgzjL0zbPyJQRKTqUwXagxAg","Dentista"
"Vulcano Odontologia Hospitalar Vip","4.8","200","Av. Dr. Alberto Sarmento, 586 - SALA 4","Campinas","São Paulo","BR","https://odontologiaurgencia24h.com.br/dentista-urgente-campinas/","+55 19 99344-0027","Dentista","Clínica de implante dentário","Clínica odontológica","Serviço dentário de emergência",,,,,,,"https://www.google.com/maps/search/?api=1&query=Vulcano%20Odontologia%20Hospitalar%20Vip&query_place_id=ChIJTywcaajHyJQR8YgRgeQInPE","Dentista"
"Intégra Odontologia e Saúde","4.9","161","Rua Barão de Paranapanema, 146 - Sala 32A","Campinas","São Paulo","BR","https://www.integraodontosaude.com.br/","+55 19 3254-0862","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Int%C3%A9gra%20Odontologia%20e%20Sa%C3%BAde&query_place_id=ChIJa2_NYjnPyJQRsL6O6ag45LI","Clínica odontológica"
"Clinica Odontológica Sorella","4.4","99","Av. Minas Gerais, 62","Campinas","São Paulo","BR","https://www.instagram.com/clinica.odontologica.sorella/","+55 19 3273-1723","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Clinica%20Odontol%C3%B3gica%20Sorella&query_place_id=ChIJpTicKcLIyJQRHq_V_jNfG_k","Clínica odontológica"
"Oral Clin Campinas","4.6","262","Rua Barão de Jaguara, 1147","Campinas","São Paulo","BR","https://www.oralclincampinas.com.br/","+55 19 2513-4344","Dentista","Periodontia e implantes dentários","Clínica de implante dentário","Clínica odontológica","Endodontista","Cirurgião dentista","Ortodontista","Odontopediatra","Periodontista",,"https://www.google.com/maps/search/?api=1&query=Oral%20Clin%20Campinas&query_place_id=ChIJgVi8prTIyJQRXMjhzp6Fhik","Dentista"
"DentalKids Campinas","4.6","2184","R. Luzitana, 740 - 5o andar","Campinas","São Paulo","BR","http://www.dentalkids.com.br/","+55 19 3233-6671","Dentista","Clínica odontológica","Ortodontista","Clínica de odontopediatria",,,,,,,"https://www.google.com/maps/search/?api=1&query=DentalKids%20Campinas&query_place_id=ChIJJ-BQ9ErPyJQRfcfEpPV1V94","Dentista"
"Implante Dental Campinas","5","818","R. Felipe dos Santos, 176","Campinas","São Paulo","BR","https://implantedentalcampinas.com.br/","+55 19 98873-0888","Dentista","Dentista cosmético","Clínica de implante dentário",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Implante%20Dental%20Campinas&query_place_id=ChIJoytVKUnJyJQRbwKie9jBjto","Dentista"
"Clínica Rizzo","5","172","Rua Barão de Paranapanema, 146 - sala 33A","Campinas","São Paulo","BR","http://clinicarizzo.com.br/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=605678500515935528","+55 19 99220-3883","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Rizzo&query_place_id=ChIJxWVnYjnPyJQRFvvlxWPERDw","Dentista"
"Odontologia 24 Horas Campinas","4.7","26","Av. Aquidabã, 883 - Sala 12","Campinas","São Paulo","BR","https://www.dentista24horascampinas.com.br/google-meu-negocio/","+55 19 99409-5553","Clínica odontológica","Endodontista","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%2024%20Horas%20Campinas&query_place_id=ChIJh4FRLQnPyJQReNaLKZpIrlU","Clínica odontológica"
"Clínica Odontológica | Rede Odonto Campinas","4.9","833","Av. Francisco Glicério, 1246 - 3º andar","Campinas","São Paulo","BR","https://www.redeodonto.com.br/rede-odonto-campinas","+55 19 3203-1404","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20%7C%20Rede%20Odonto%20Campinas&query_place_id=ChIJ_fJkU-bJyJQRkyriqOD0XIA","Clínica odontológica"
"A Odontologia Select® - Clínica Odontológica em Campinas","4.3","224","Rua Barão de Jaguara, 655","Campinas","São Paulo","BR","http://www.aodontologiaselect.com.br/","+55 19 3233-4558","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=A%20Odontologia%20Select%C2%AE%20-%20Cl%C3%ADnica%20Odontol%C3%B3gica%20em%20Campinas&query_place_id=ChIJF6gbqHXPyJQRiKLNb8Xuncw","Clínica odontológica"
"Clinica Odontológica ( Fechada)","4.8","100","Av. Dr. Armando Sales de Oliveira, 175","Campinas","São Paulo","BR",,"+55 19 99799-8922","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Clinica%20Odontol%C3%B3gica%20(%20Fechada)&query_place_id=ChIJoXRKx43FyJQR80NHUDzDyDQ","Clínica odontológica"
"Centro Odontológico Campinas","4.2","5","Av. Dr. Moraes Salles, 567 - Sala 3","Campinas","São Paulo","BR",,"+55 19 99538-5339","Dentista","Clínica de implante dentário",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Centro%20Odontol%C3%B3gico%20Campinas&query_place_id=ChIJqS_lT33JyJQR2Okq5F3LCPU","Dentista"
"Perfecta Odontologia","5","243","Rua Dona Rosa de Gusmão, 526","Campinas","São Paulo","BR","https://odontoperfecta.com.br/","+55 19 98722-0849","Dentista","Clínica odontológica","Cirurgião dentista","Ortodontista","Periodontista",,,,,,"https://www.google.com/maps/search/?api=1&query=Perfecta%20Odontologia&query_place_id=ChIJI7naGxvGyJQRBTTl-ZnVkhI","Dentista"
"Clínica Odontologica Prado","5","165","R. Seriema, 148","Campinas","São Paulo","BR","https://clinica-odontologica-pra-isg93rl.gamma.site/","+55 19 3227-5976","Dentista","Periodontia e implantes dentários","Clínica de implante dentário","Clínica odontológica","Centro de cuidados com dentaduras","Endodontista","Periodontista",,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontologica%20Prado&query_place_id=ChIJqYTG-nOubo0R95U17oYvcu4","Dentista"
"Clínica Foli Odontologia & Saúde","4.8","78","R. Bolívia, 309","Campinas","São Paulo","BR","https://odontofoli.com.br/","+55 19 3043-0551","Clínica especializada",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Foli%20Odontologia%20%26%20Sa%C3%BAde&query_place_id=ChIJYQ4vKzPPyJQRI_KoPKVYcrY","Clínica especializada"
"Odontoclinic Vila Teixeira Campinas","4.7","399","R. Joaquim Vilac, 791","Campinas","São Paulo","BR","https://odontoclinicvilateixeira.com/","+55 19 99785-7353","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontoclinic%20Vila%20Teixeira%20Campinas&query_place_id=ChIJEdr_F8nJyJQR-odzS3OJgRE","Dentista"
"Clínica Dentista do Povo - Campinas","4.7","55","R. José Paulino, 1061","Campinas","São Paulo","BR","https://clinicadentistadopovo.com.br/","+55 19 97165-7962","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Dentista%20do%20Povo%20-%20Campinas&query_place_id=ChIJLQZz5OjJyJQRrTQX8WVNvtg","Clínica odontológica"
"Dra. Daniela Toyama | Dentista Estomatologista","4.9","269","R. Tomás Gonçalves Gômide, 39","Campinas","São Paulo","BR","https://www.danielatoyama.com.br/","+55 19 3272-2358","Dentista","Periodontia e implantes dentários","Cirurgião dentista","Ortodontista","Odontopediatra","Clínica de odontopediatria",,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Daniela%20Toyama%20%7C%20Dentista%20Estomatologista&query_place_id=ChIJiy0JGe3IyJQR-KQ0wNGEZy0","Dentista"
"Cassani Dental Studio - Implante | Lente de contato | Dentista Campinas","5","46","Av. José Bonifácio Coutinho Nogueira, 214 - Sala 517","Campinas","São Paulo","BR","http://www.cassanidentalstudio.com.br/","+55 19 98155-7399","Dentista","Clínica odontológica","Periodontia e implantes dentários","Clínica de implante dentário","Endodontista","Ortodontista",,,,,"https://www.google.com/maps/search/?api=1&query=Cassani%20Dental%20Studio%20-%20Implante%20%7C%20Lente%20de%20contato%20%7C%20Dentista%20Campinas&query_place_id=ChIJK36Cd5zFyJQRYf9hb3-bREU","Dentista"
"Clínica Odontológica Tropical : Dentista adulto e infantil .Radiografia Panorâmica","4.8","302","R. Laércio Monzani, 60","Campinas","São Paulo","BR","https://www.clinicatropical.com.br/","+55 19 99605-3343","Dentista","Periodontia e implantes dentários","Clínica de implante dentário","Radiologia odontológica","Clínica odontológica","Cirurgião dentista","Ortodontista","Odontopediatra","Periodontista","Radiologista","https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20Tropical%20%3A%20Dentista%20adulto%20e%20infantil%20.Radiografia%20Panor%C3%A2mica&query_place_id=ChIJ41P72kbIyJQRWM3Fm7o958E","Dentista"
"Dra. Andrea Ferraz de Campos Dentista","5","114","Av. da Saudade, 832 - sala 02","Campinas","São Paulo","BR","https://www.andreaferrazdentista.com.br/","+55 19 99907-5855","Dentista","Clínica odontológica","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Andrea%20Ferraz%20de%20Campos%20Dentista&query_place_id=ChIJJ_ANuy7PyJQRal5qU_z3QV4","Dentista"
"Dentista Monte Cristo","5","5","Av. Carlos Stela Neto, 287B","Campinas","São Paulo","BR",,"+55 19 99985-3055","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Monte%20Cristo&query_place_id=ChIJ8Q3ynW_JyJQRtSAO0N3CEMY","Clínica odontológica"
"Dr Marcelo Palma | Dentista em Campinas | Implante, facetas, canal, clareamento, restauração, extração de siso.","5","97","Av: Andrade Neves, 2412 - Sala 53","Campinas","São Paulo","BR","http://drmarcelopalma.com.br/","+55 19 99488-2434","Dentista","Clínica odontológica","Periodontia e implantes dentários","Clínica de implante dentário","Endodontista","Cirurgião dentista","Ortodontista",,,,"https://www.google.com/maps/search/?api=1&query=Dr%20Marcelo%20Palma%20%7C%20Dentista%20em%20Campinas%20%7C%20Implante%2C%20facetas%2C%20canal%2C%20clareamento%2C%20restaura%C3%A7%C3%A3o%2C%20extra%C3%A7%C3%A3o%20de%20siso.&query_place_id=ChIJLZuGrzXPyJQRbegSfI0n_9A","Dentista"
"Odontologia Dra. Gabriela Yano","5","36","Av. Santa Genebra, 137","Campinas","São Paulo","BR","https://dragabrielayano.com.br/","+55 19 98397-6563","Dentista","Dentista cosmético","Clínica de implante dentário","Cirurgião dentista",,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Dra.%20Gabriela%20Yano&query_place_id=ChIJdZYHhYjGyJQRkUrtGt2xFvU","Dentista"
"SEO Dentista - Campinas","3.7","63","Av. Ruy Rodriguez, 613","Campinas","São Paulo","BR",,"+55 19 98608-8878","Dentista","Periodontia e implantes dentários","Clínica de implante dentário","Clínica odontológica",,,,,,,"https://www.google.com/maps/search/?api=1&query=SEO%20Dentista%20-%20Campinas&query_place_id=ChIJTZQUl27JyJQRObJIEZwDnt4","Dentista"
"Dr. Arthur Moreno Cecilio","5","121",,,,,,"(19) 99582-8723","Dentista",,,,,,,,,,"https://www.google.com/maps/place/Dr. Arthur Moreno Cecilio/@-22.895883,-47.054787,14z/data=!3m1!4b1!4m9!3m8!5m2!4m1!1i2!8m2!3d-22.895883!4d-47.054787!16snull!17Bnull","Dentista"
"Falconi Odontologia | Consultório Odontológico em Campinas - SP","4.9","23",,,,,,"(19) 98802-1244","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/place/Falconi Odontologia | Consultório Odontológico em Campinas - SP/@-22.931631,-47.080739,14z/data=!3m1!4b1!4m9!3m8!5m2!4m1!1i2!8m2!3d-22.931631!4d-47.080739!16snull!17Bnull","Clínica odontológica"
"Odontoboni - Odontologia 24 horas","4.9","77","Av. Aquidabã, 883","Campinas","São Paulo","BR","https://odontoboni.com.br/","+55 19 98959-4535","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontoboni%20-%20Odontologia%2024%20horas&query_place_id=ChIJH7ulpO7PyJQR7R3Cf6vFY3Q","Clínica odontológica"
"Florença Odontologia","4.9","128","Av. Baden Powell, 1323 - sala 3","Campinas","São Paulo","BR","https://www.florencaodontologia.com.br/","+55 19 99251-3389","Clínica odontológica","Dentista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Floren%C3%A7a%20Odontologia&query_place_id=ChIJq61ftpTPyJQRGLO3cXyM8Oo","Clínica odontológica"
"Orny Odontologia","5","284","R. Antônio Cesarino, 149","Campinas","São Paulo","BR","https://ornyodontologia.com.br/?utm_source=google+gmn&utm_medium=clique+perfil&utm_campaign=clique+gmn&utm_id=Btn+gmn&utm_term=dentista+campinas","+55 19 99290-9917","Clínica odontológica","Clínica de implante dentário","Ortodontista","Periodontista",,,,,,,"https://www.google.com/maps/search/?api=1&query=Orny%20Odontologia&query_place_id=ChIJQxcjTDbPyJQRsMDNJB60o6w","Clínica odontológica"
"Dra. Clarissa Freitas - Faceta de Porcelana em Campinas","5","481","R. Felipe dos Santos, 176","Campinas","São Paulo","BR","https://facetadeporcelanacampinas.com.br/","+55 19 98873-0888","Dentista cosmético","Clínica odontológica","Dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Clarissa%20Freitas%20-%20Faceta%20de%20Porcelana%20em%20Campinas&query_place_id=ChIJz6VDR0LJyJQRo1r6wpWFs7I","Dentista cosmético"
"Dra Carla Lima Odontologia - ULTRACLEAN","4.9","103","Av. Dante Alighieri, 41","Campinas","São Paulo","BR","http://www.dracarlalimaodonto.com/","+55 19 97419-8292","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Carla%20Lima%20Odontologia%20-%20ULTRACLEAN&query_place_id=ChIJJfPYRl3JyJQRI6FIhOFYapw","Dentista"
"Clínica Odontomartins","4.6","10","R. Joaquim Lacerda Coelho, 627","Campinas","São Paulo","BR","http://odontomartins.com.br/","+55 19 98258-3298","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontomartins&query_place_id=ChIJgQfSsLbJyJQR_s2PzyEFvZM","Clínica odontológica"
"AMS Odontologia — Clareamento Dental com LED Violeta | Facetas de Porcelana em Campinas","5","192","R. Barata Ribeiro, 530 - Sala 64","Campinas","São Paulo","BR","https://amsodontologia.com.br/","+55 19 99246-9409","Clínica odontológica","Dentista cosmético","Periodontia e implantes dentários","Clínica de implante dentário","Dentista","Cirurgião dentista","Serviço de clareamento dental",,,,"https://www.google.com/maps/search/?api=1&query=AMS%20Odontologia%20%E2%80%94%20Clareamento%20Dental%20com%20LED%20Violeta%20%7C%20Facetas%20de%20Porcelana%20em%20Campinas&query_place_id=ChIJ25s8MyfJyJQReRpwb11wjMQ","Clínica odontológica"
"Encanttá Odontologia Campinas | Implante Dentário | Próteses | Dra Letícia Morato","5","934","R. Dr. Sampaio Ferraz, 697","Campinas","São Paulo","BR","https://encanttacampinas.com/","+55 19 99749-5525","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Encantt%C3%A1%20Odontologia%20Campinas%20%7C%20Implante%20Dent%C3%A1rio%20%7C%20Pr%C3%B3teses%20%7C%20Dra%20Let%C3%ADcia%20Morato&query_place_id=ChIJtQdk-s3PyJQRqzjIVib902M","Clínica odontológica"
"Clínica Odontológica Sorriso Mania Campinas | Dentista em Campinas","3.7","99","Av. Campos Sales, 548","Campinas","São Paulo","BR","https://clinicasorrisomania.com.br/","+55 19 3236-6076","Dentista","Clínica odontológica","Periodontia e implantes dentários","Radiologia odontológica","Ortodontista","Odontopediatra","Periodontista",,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20Sorriso%20Mania%20Campinas%20%7C%20Dentista%20em%20Campinas&query_place_id=ChIJSWhdMVnJyJQRocwNg4gnuyg","Dentista"
"Dra. Amanda Ferreira - Cirurgiã Dentista","5","25","R. Mogi Guaçu, 403 - consultório 2","Campinas","São Paulo","BR","https://draamandaferreira.com/","+55 19 99829-1133","Dentista","Clínica odontológica","Radiologia odontológica","Cirurgião dentista","Geriatra","Odontopediatra","Periodontista",,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Amanda%20Ferreira%20-%20Cirurgi%C3%A3%20Dentista&query_place_id=ChIJOddp-hzPyJQRnRAq49dJVY8","Dentista"
"Rudini Odontologia | Implante Dentário | Dentista | Vila Nogueira | Campinas - SP","5","298","R. Dona Luísa de Gusmão, 273","Campinas","São Paulo","BR",,"+55 19 98999-3546","Dentista","Dentista cosmético","Clínica odontológica","Clínica de implante dentário","Cirurgião dentista","Ortodontista",,,,,"https://www.google.com/maps/search/?api=1&query=Rudini%20Odontologia%20%7C%20Implante%20Dent%C3%A1rio%20%7C%20Dentista%20%7C%20Vila%20Nogueira%20%7C%20Campinas%20-%20SP&query_place_id=ChIJo8QLSNTFyJQRs5HlZ2cXBxs","Dentista"
"Clínica Azul Odontologia em Campinas | Dentista Dr. Robson Barros Jr.","4.8","99","R. Álvares Machado, 1217","Campinas","São Paulo","BR","https://clinicaazulodontologia.com.br/","+55 19 3233-3792","Dentista","Dentista cosmético","Endodontista","Cirurgião dentista","Ortodontista",,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Azul%20Odontologia%20em%20Campinas%20%7C%20Dentista%20Dr.%20Robson%20Barros%20Jr.&query_place_id=ChIJ-7SWFD7JyJQRoDU4f6YtNkg","Dentista"
"Dentista Sulamérica Odontologia Ferraz","5","76","R. Júlio Frank de Arruda, 64","Campinas","São Paulo","BR",,"+55 19 99286-9156","Dentista","Periodontia e implantes dentários","Clínica de implante dentário","Endodontista","Clínico geral","Cirurgião dentista","Ortodontista","Serviço de clareamento dental",,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Sulam%C3%A9rica%20Odontologia%20Ferraz&query_place_id=ChIJg_uBGa7IyJQRIAhoPJr81Hc","Dentista"
"Dra. Gabriela Duarte – Dentista em Campinas","5","35","Rua Frei Antônio de Pádua, 1122","Campinas","São Paulo","BR","http://monocard.me/gabrieladuarte","","Clínica odontológica","Cirurgião dentista","Serviço de clareamento dental",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Gabriela%20Duarte%20%E2%80%93%20Dentista%20em%20Campinas&query_place_id=ChIJIzRWzO7HyJQRhbgW2lDpa6I","Clínica odontológica"
"Clínica Vitally Odontologia Integrada - Dentista em Campinas","4.4","68","Av. Francisco Glicério, 1867 - 3 andar, sala 31","Campinas","São Paulo","BR","https://clinicavitally3.com.br/","+55 19 99365-9898","Dentista","Clínica odontológica","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Vitally%20Odontologia%20Integrada%20-%20Dentista%20em%20Campinas&query_place_id=ChIJP0lO2PqisGAR7ZUwnNvZchQ","Dentista"
"Dra. Michelle Sakihama Ortodontista | Invisalign em Campinas | Dentista em Campinas | Alinhadores","5","109","Av. Dr. Heitor Penteado, 1105","Campinas","São Paulo","BR","https://www.instagram.com/dra.michelle.sakihama","+55 19 99710-7150","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Michelle%20Sakihama%20Ortodontista%20%7C%20Invisalign%20em%20Campinas%20%7C%20Dentista%20em%20Campinas%20%7C%20Alinhadores&query_place_id=ChIJRWOtENzHyJQR1iYBHB4ySKY","Dentista"
"GK Odontologia | Dentista, Implante, Canal, Gengiva, Estética dental e laser.","5","67","Avenida Padre - Av. Almeida Garret, 438","Campinas","São Paulo","BR","https://www.gkodontologia.com.br/","+55 19 99250-8132","Dentista","Periodontia e implantes dentários","Clínica de implante dentário","Clínica odontológica","Endodontista","Cirurgião dentista",,,,,"https://www.google.com/maps/search/?api=1&query=GK%20Odontologia%20%7C%20Dentista%2C%20Implante%2C%20Canal%2C%20Gengiva%2C%20Est%C3%A9tica%20dental%20e%20laser.&query_place_id=ChIJwyspDOPFyJQRl5t1Kg_6C_c","Dentista"
"Dra. Bruna Maki | Dentista Especialista em Endodontia | Clínica Geral","5","38","R. Lavínia, 41","Campinas","São Paulo","BR","https://drabrunamaki.com.br/lpdrabrunamaki/","+55 19 99676-6806","Dentista","Endodontista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Bruna%20Maki%20%7C%20Dentista%20Especialista%20em%20Endodontia%20%7C%20Cl%C3%ADnica%20Geral&query_place_id=ChIJbWZV0dHJyJQRv5kZIc9clAk","Dentista"
"Dra. Ana Carolina Diniz T. Balzani - Cirurgiã-dentista","5","27","R. Oliveira Cardoso, 275 - sala 7","Campinas","São Paulo","BR","https://anacarolinadiniz.com/","+55 19 98117-6860","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Ana%20Carolina%20Diniz%20T.%20Balzani%20-%20Cirurgi%C3%A3-dentista&query_place_id=ChIJD38cfTTHyJQR-hPMWj-T4ho","Cirurgião dentista"
"Dentista em Campinas • Dra Maria Santos","4.9","56","R. Barreto Leme, 2281","Campinas","São Paulo","BR","https://instagram.com/dra.mariasantos?igshid=OGQ5ZDc2ODk2ZA==&utm_source=qr","+55 19 99700-0077","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20em%20Campinas%20%E2%80%A2%20Dra%20Maria%20Santos&query_place_id=ChIJhwXmlvTPyJQRnpJSohcg_6M","Cirurgião dentista"
"Oral Unic","4.9","1384","Av. Barão de Itapura, 1888","Campinas","São Paulo","BR","http://www.oralunic.com.br/campinas-sp","+55 19 3365-6200","Dentista","Dentista cosmético","Periodontia e implantes dentários","Clínica odontológica",,,,,,,"https://www.google.com/maps/search/?api=1&query=Oral%20Unic&query_place_id=ChIJVyFgsezHyJQRRVr00zK6708","Dentista"
"Clínica odonto S.A.","4.8","230","Av. Pres. Juscelino, 1417","Campinas","São Paulo","BR",,"+55 19 3227-2420","Dentista","Clínica odontológica","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20odonto%20S.A.&query_place_id=ChIJYdFljkTIyJQRHY6NdYyeBcY","Dentista"
"Clínica Alô Dente","5","151","Rua Barão de Jaguara, 655 - sala 1003","Campinas","São Paulo","BR","https://www.instagram.com/marlieriamartins/","+55 19 98303-0540","Dentista","Clínica odontológica","Cirurgião dentista","Ortodontista",,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Al%C3%B4%20Dente&query_place_id=ChIJq6rqA8HNyJQRoh0sM7ga0ys","Dentista"
"Clínica Odontológica Alencar","4.7","44","Av. Francisco Glicério, 1867 - conj. 42","Campinas","São Paulo","BR",,"+55 19 3232-6148","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20Alencar&query_place_id=ChIJ0Z8p1K3IyJQRgJCDS5RXuR4","Clínica odontológica"
"OdontoCompany - Centro - Campinas - Prótese Protocolo | Implantes Dentários","4.6","483","Av. Dr. Thomaz Alves, 10 - 1º andar","Campinas","São Paulo","BR","https://odccampinascentro.com.br/","+55 19 99125-2681","Dentista","Dentista cosmético","Periodontia e implantes dentários","Laboratório de odontologia","Radiologia odontológica","Clínica odontológica","Endodontista","Cirurgião dentista","Serviço de clareamento dental",,"https://www.google.com/maps/search/?api=1&query=OdontoCompany%20-%20Centro%20-%20Campinas%20-%20Pr%C3%B3tese%20Protocolo%20%7C%20Implantes%20Dent%C3%A1rios&query_place_id=ChIJ0dPnFbPIyJQRgzYHtZCS9no","Dentista"
"Clínica do Dente Campinas - Implantes e Próteses","4.6","159","R. Cônego Nery, 350","Campinas","São Paulo","BR","https://clinicadodentecampinas.com.br/","+55 19 99653-7758","Clínica odontológica","Clínica especializada",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20do%20Dente%20Campinas%20-%20Implantes%20e%20Pr%C3%B3teses&query_place_id=ChIJ9W-NlU7PyJQREjJMibOSPpI","Clínica odontológica"
"Fontes & Pavan Oral Studio Consultorio Odontológico","5","365","Av. José de Sousa Campos, 1815","Campinas","São Paulo","BR","https://www.fontespavan.com.br/","+55 19 99375-4039","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fontes%20%26%20Pavan%20Oral%20Studio%20Consultorio%20Odontol%C3%B3gico&query_place_id=ChIJgTpbM4LJyJQRoj0r-ddxteo","Clínica odontológica"
"Rhema Clínica Odontologia","5","114","Av. Ten Haraldo Egídio de Souza Santos, 355","Campinas","São Paulo","BR","https://www.rhemaclinica.com/","+55 19 3241-5010","Clínica odontológica","Consultor de saúde",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rhema%20Cl%C3%ADnica%20Odontologia&query_place_id=ChIJe3Qo6hnGyJQRzEoPYfbUWWU","Clínica odontológica"
"Odontoclinic - Campinas Parque Prado","4.4","87","Av. Dr. Ângelo Simões, 1086","Campinas","São Paulo","BR","https://odontoclinic.com.br/unidade/campinas-parque-prado","+55 19 3365-7002","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontoclinic%20-%20Campinas%20Parque%20Prado&query_place_id=ChIJc8OmFSvPyJQRmJLDLQfJML4","Dentista"
"ICO - Instituto de Cuidados Odontológicos","4.9","1136","Av. Mal. Rondon, 536","Campinas","São Paulo","BR","https://icocampinas.com.br/","+55 19 98388-0047","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ICO%20-%20Instituto%20de%20Cuidados%20Odontol%C3%B3gicos&query_place_id=ChIJNRY06CXGyJQR8vwJ0iqBKjo","Dentista"
"Heal Odontologia","5","165","Av. Dr. Jesuíno Marcondes Machado, 1199","Campinas","São Paulo","BR","http://www.healodontologia.com.br/","+55 19 98913-5177","Dentista","Dentista cosmético","Clínica odontológica","Periodontia e implantes dentários","Clínica de implante dentário","Serviço dentário de emergência","Cirurgião dentista","Ortodontista","Odontopediatra","Clínica de odontopediatria","https://www.google.com/maps/search/?api=1&query=Heal%20Odontologia&query_place_id=ChIJBeYLotHPyJQRr4Vna1k9w6o","Dentista"
